"ISIid","leadau","type","journal","year","volume","issue","bp","ep","refs","cites","authn","title"
"WOS:000328267600002","Jorgensen, NM","Article","BOTANICA MARINA",2013,"56","5-6","425","430",32,1,2,"Historical and present distribution of Zostera marina in the high north (Troms County, northern Norway) - a decline over the last century "
"WOS:000327569000024","De Troch, M","Article","MARINE ENVIRONMENTAL RESEARCH",2013,"92","","224","233",53,2,5,"Energy profiling of demersal fish: A case-study in wind farm artificial reefs "
"WOS:000327212000018","Karlsen, O","Article","JOURNAL OF APPLIED ICHTHYOLOGY",2013,"29","6","1292","1296",23,0,3,"Fertility of gynogenetic Atlantic cod (Gadus morhua L.) "
"WOS:000327408400015","Geist, SJ","Article","MARINE BIOLOGY",2013,"160","12","3221","3232",76,3,3,"Energy demand of larval and juvenile Cape horse mackerels, Trachurus capensis, and indications of hypoxia tolerance as benefit in a changing environment "
"WOS:000327524000013","Tuziak, SM","Article","PEPTIDES",2013,"50","","109","118",83,4,2,"Melanin-concentrating hormone (MCH) and gonadotropin-releasing hormones (GnRH) in Atlantic cod, Gadus morhua: Tissue distributions, early ontogeny and effects of fasting "
"WOS:000326800100008","Hixson, SM","Article","FISH PHYSIOLOGY AND BIOCHEMISTRY",2013,"39","6","1441","1456",52,8,3,"Effect of replacement of fish oil with camelina (Camelina sativa) oil on growth, lipid class and fatty acid composition of farmed juvenile Atlantic cod (Gadus morhua) "
"WOS:000326766700027","Di Pinto, A","Article","FOOD CHEMISTRY",2013,"141","3","1757","1762",24,11,7,"DNA barcoding for detecting market substitution in salted cod fillets and battered cod chunks "
"WOS:000325883600005","Lanes, CFC","Article","MARINE BIOTECHNOLOGY",2013,"15","6","677","694",76,5,5,"Transcriptome of Atlantic Cod (Gadus morhua L.) Early Embryos from Farmed and Wild Broodstocks "
"WOS:000328645100001","Olsvik, PA","Article","BMC GENOMICS",2013,"14","","","",66,11,4,"Transcriptional responses to temperature and low oxygen stress in Atlantic salmon studied with next-generation sequencing technology "
"WOS:000328521100009","Marsicek, JP","Article","QUATERNARY SCIENCE REVIEWS",2013,"80","","129","142",69,7,5,"Moisture and temperature changes associated with the mid-Holocene Tsuga decline in the northeastern United States "
"WOS:000326164600036","Skulstad, OF","Article","AQUACULTURE",2013,"414","","280","287",36,0,9,"Effects of light regime on diurnal plasma melatonin levels and vertical distribution in farmed Atlantic cod (Gadus morhua L.) "
"WOS:000321803500104","Alhazzaa, R","Article","FOOD CHEMISTRY",2013,"141","2","1424","1432",54,3,6,"Echium oil is better than rapeseed oil in improving the response of barramundi to a disease challenge "
"WOS:000327252100094","Myksvoll, MS","Article","PLOS ONE",2013,"8","11","","",48,4,5,"Climate-Driven Ichthyoplankton Drift Model Predicts Growth of Top Predator Young "
"WOS:000328854300001","Star, B","Article","BMC MICROBIOLOGY",2013,"13","","","",40,4,4,"Next generation sequencing shows high variation of the intestinal microbial species composition in Atlantic cod caught at a single location "
"WOS:000329874100030","Birkner, M","Article","GENETICS",2013,"195","3","1037","",62,4,3,"Statistical Properties of the Site-Frequency Spectrum Associated with Lambda-Coalescents "
"WOS:000329530600028","Mercan, L","Article","ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY",2013,"36","3","964","971",45,1,7,"Goose fat, a promising nutrient for fish feeding, activates antioxidant enzymes in rainbow trout, Oncorhynchus mykiss "
"WOS:000329273300008","Rosen, S","Article","FISHERIES RESEARCH",2013,"148","","64","73",22,3,2,"DeepVision in-trawl imaging: Sampling the water column in four dimensions "
"WOS:000329273300013","Le Bris, A","Article","FISHERIES RESEARCH",2013,"148","","106","116",65,2,3,"Supplementing electronic tagging with conventional tagging to redesign fishery closed areas "
"WOS:000327566600020","Knag, AC","Article","CHEMOSPHERE",2013,"93","10","2356","2364",58,1,6,"In vivo endocrine effects of naphthenic acids in fish "
"WOS:000327567200002","Murdukhayeva, A","Article","JOURNAL OF COASTAL RESEARCH",2013,"29","6A","1","16",61,4,5,"Assessment of Inundation Risk from Sea Level Rise and Storm Surge in Northeastern Coastal National Parks "
"WOS:000327824700007","Paulic, JE","Article","JOURNAL OF MARINE SYSTEMS",2013,"127","","46","54",61,1,2,"Larval and early juvenile fish distribution and assemblage structure in the Canadian Beaufort Sea during July-August, 2005 "
"WOS:000327573500012","Mollet, FM","Article","JOURNAL OF SEA RESEARCH",2013,"84","","109","121",80,6,6,"Spatial variation in growth, maturation schedules and reproductive investment of female sole Solea solea in the Northeast Atlantic "
"WOS:000327469700018","Barron, JM","Article","TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY",2013,"142","6","1680","1687",40,2,6,"Effects of Stocking Density on Survival and Yield of North American Burbot Reared under Semi-Intensive Conditions "
"WOS:000327469700021","Taylor, JL","Article","TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY",2013,"142","6","1705","1715",55,1,2,"Variability in Burbot Cohort Abundance at Juvenile and Adult Stages in Columbia Lake, British Columbia "
"WOS:000326163000026","Yengkokpam, S","Article","AQUACULTURE",2013,"412","","186","192",57,3,7,"Short-term periodic feed deprivation in Labeo rohita fingerlings: Effect on the activities of digestive, metabolic and anti-oxidative enzymes "
"WOS:000326615600008","Zhou, ZG","Article","AQUACULTURE RESEARCH",2013,"44","12","1889","1900",59,1,6,"The effect of dietary chitin on the autochthonous gut bacteria of Atlantic cod (Gadus morhua L.) "
"WOS:000326615600012","Both, A","Article","AQUACULTURE RESEARCH",2013,"44","12","1940","1951",37,2,4,"Physical and biochemical properties of effluent leaving an onshore Atlantic cod (Gadus morhua, Linnaeus 1758 Gadiformes: Gadidae) aquaculture facility and potential use in integrated multi-trophic aquaculture "
"WOS:000325834700084","Kolker, A","Article","ATMOSPHERIC ENVIRONMENT",2013,"79","","760","768",39,8,7,"Atmospheric mercury and fine particulate matter in coastal New England: Implications for mercury and trace element sources in the northeastern United States "
"WOS:000326042000004","Frank, KT","Article","ICES JOURNAL OF MARINE SCIENCE",2013,"70","7","1299","1307",66,2,6,"Irruptive prey dynamics following the groundfish collapse in the Northwest Atlantic: an illusion? "
"WOS:000326042000006","Ferter, K","Article","ICES JOURNAL OF MARINE SCIENCE",2013,"70","7","1319","1329",81,6,17,"Unexpectedly high catch-and-release rates in European marine recreational fisheries: implications for science and management "
"WOS:000326042000012","Zimmermann, F","Article","ICES JOURNAL OF MARINE SCIENCE",2013,"70","7","1389","1395",33,7,2,"Is size-dependent pricing prevalent in fisheries? The case of Norwegian demersal and pelagic fisheries "
"WOS:000326042000018","Fassler, SMM","Article","ICES JOURNAL OF MARINE SCIENCE",2013,"70","7","1451","1459",62,0,3,"Boarfish (Capros aper) target strength modelled from magnetic resonance imaging (MRI) scans of its swimbladder "
"WOS:000326049100008","Murzina, SA","Article","POLAR BIOLOGY",2013,"36","11","1619","1631",85,0,9,"Lipids in the daubed shanny (Teleostei: Leptoclinus maculatus) in Svalbard waters "
"WOS:000325794300005","Steneck, RS","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2013,"70","11","1612","1624",86,6,2,"American lobster dynamics in a brave new ocean "
"WOS:000325794300006","McMahan, MD","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2013,"70","11","1625","1634",73,7,5,"Using acoustic telemetry to observe the effects of a groundfish predator (Atlantic cod, Gadus morhua) on movement of the American lobster (Homarus americanus) "
"WOS:000325553900025","Alonso-Fernandez, A","Article","JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM",2013,"93","7","1951","1963",63,4,5,"Reproductive biology of pollack (Pollachius pollachius) from the Galician shelf (north-west Spain) "
"WOS:000325121900011","Tillner, R","Article","COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE",2013,"166","3","490","495",50,1,4,"Evidence for a regulatory loop between cholecystokinin (CCK) and tryptic enzyme activity in Atlantic cod larvae (Gadus morhua) "
"WOS:000324559700005","Nielsen, JL","Article","ENVIRONMENTAL BIOLOGY OF FISHES",2013,"96","10-11","1187","1226",471,6,3,"Adaptive strategies and life history characteristics in a warming climate: Salmon in the Arctic? "
"WOS:000325147300002","Olafsdottir, AH","Article","FISHERIES OCEANOGRAPHY",2013,"22","6","446","458",46,1,2,"Staged spawning migration in Icelandic capelin (Mallotus villosus): effects of temperature, stock size and maturity "
"WOS:000325147300003","Goikoetxea, N","Article","FISHERIES OCEANOGRAPHY",2013,"22","6","459","476",115,1,2,"Links between the recruitment success of northern European hake (Merluccius merluccius L.) and a regime shift on the NE Atlantic continental shelf "
"WOS:000320357800008","Bogstad, B","Article","MARINE BIOLOGY RESEARCH",2013,"9","9","895","907",44,8,4,"Changes in the relationship between sea temperature and recruitment of cod, haddock and herring in the Barents Sea "
"WOS:000324071100005","Nehlich, O","Article","RAPID COMMUNICATIONS IN MASS SPECTROMETRY",2013,"27","20","2255","2262",56,3,3,"Spatial variability in sulphur isotope values of archaeological and modern cod (Gadus morhua) "
"WOS:000324960200042","Beaz-Hidalgo, R","Article","VETERINARY MICROBIOLOGY",2013,"166","3-4","659","663",20,0,3,"The improved PCR of the fstA (ferric siderophore receptor) gene differentiates the fish pathogen Aeromonas salmonicida from other Aeromonas species "
"WOS:000327109500001","Alfaro, B","Article","INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY",2013,"167","2","117","123",50,6,2,"Evolution of the indigenous microbiota in modified atmosphere packaged Atlantic horse Mackerel (Trachurus trachurus) identified by conventional and molecular methods "
"WOS:000326768200039","Rossington, K","Article","MARINE POLLUTION BULLETIN",2013,"75","1-2","235","243",92,0,4,"Eco-hydro-acoustic modeling and its use as an EIA tool "
"WOS:000329891800020","Pinto, LC","Article","CERNE",2013,"19","4","687","692",13,0,3,"WATER QUALITY INDICATORS IN THE MANTIQUEIRA RANGE REGION, MINAS GERAIS STATE "
"WOS:000328327500001","Dvorak, MJ","Article","WIND ENERGY",2013,"16","7","977","997",64,3,5,"US East Coast offshore wind energy resources and their relationship to peak-time electricity demand "
"WOS:000329286100020","Mi, HB","Article","JOURNAL OF FOOD PROCESSING AND PRESERVATION",2013,"37","5","546","554",39,0,5,"COMPARISON OF SUPERCHILLING AND FREEZING ON THE MICROSTRUCTURE, MUSCLE QUALITY AND PROTEIN DENATURATION OF GRASS CARP (CTENOPHARYNGODON IDELLUS) "
"WOS:000327409400020","Indira, G","Article","AEROSOL AND AIR QUALITY RESEARCH",2013,"13","5","1608","1618",42,1,3,"The Impact of Aerosol Optical Depth Impacts on Rainfall in Two Different Monsoon Periods over Madurai, India "
"WOS:000327441600009","Hori, TS","Article","GENOME",2013,"56","10","567","576",39,5,6,"The impact of a moderate chronic temperature increase on spleen immune-relevant gene transcription depends on whether Atlantic cod (Gadus morhua) are stimulated with bacterial versus viral antigens "
"WOS:000326952300003","Macchi, GJ","Article","FISHERY BULLETIN",2013,"111","4","325","336",49,4,5,"Maternal effects on fecundity and egg quality of the Patagonian stock of Argentine Hake (Merluccius hubbsi) "
"WOS:000326779200010","Chung, S","Article","ANIMAL CELLS AND SYSTEMS",2013,"17","5","374","382",35,0,3,"Ecological relationship between environmental factors and Pacific cod (Gadus macrocephalus) catch in the southern East/Japan Sea "
"WOS:000326781700006","Gause, BR","Article","NORTH AMERICAN JOURNAL OF AQUACULTURE",2013,"75","4","495","511",93,7,2,"Sparing Fish Oil with Beef Tallow in Feeds for Rainbow Trout: Effects of Inclusion Rates and Finishing on Production Performance and Tissue Fatty Acid Composition "
"WOS:000326430500024","Copeman, LA","Article","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",2013,"448","","188","196",52,2,3,"Effect of temperature and tissue type on fatty acid signatures of two species of North Pacific juvenile gadids: A laboratory feeding study "
"WOS:000326430500037","Dupont-Prinet, A","Article","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",2013,"448","","298","307",86,0,6,"Northern shrimp (Pandalus borealis) oxygen consumption and metabolic enzyme activities are severely constrained by hypoxia in the Estuary and Gulf of St. Lawrence "
"WOS:000325796000002","Syme, DA","Article","AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE",2013,"305","8","R864","R876",58,1,4,"Increased ventricular stiffness and decreased cardiac function in Atlantic cod (Gadus morhua) at high temperatures "
"WOS:000325543900002","Imsland, AK","Article","AQUACULTURE RESEARCH",2013,"44","11","1665","1676",41,3,9,"Short-term exposure to continuous light delays sexual maturation and increases growth of Atlantic cod in sea pens "
"WOS:000325543900007","Montaldo, HH","Article","AQUACULTURE RESEARCH",2013,"44","11","1715","1723",23,2,4,"Effect of the data family structure, tank replication and the statistical model, on the estimation of genetic parameters for body weight at 28 days of age in the Pacific white shrimp (Penaeus (Litopenaeus) vannamei Boone, 1931) "
"WOS:000325434800007","Cott, PA","Article","CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE",2013,"91","10","732","740",79,7,3,"Sexual dimorphism in an under-ice spawning fish: the burbot (Lota lota) "
"WOS:000325550000005","Karlsen, BO","Article","MOLECULAR ECOLOGY",2013,"22","20","5098","5111",78,11,10,"Genomic divergence between the migratory and stationary ecotypes of Atlantic cod "
"WOS:000325127100008","Huey, JA","Article","CONSERVATION GENETICS",2013,"14","5","997","1008",63,3,3,"Natural and anthropogenic drivers of genetic structure and low genetic variation in the endangered freshwater cod, Maccullochella mariensis "
"WOS:000325191900001","DAvignon, G","Article","FISHERIES RESEARCH",2013,"147","","1","9",49,6,2,"Otolith elemental fingerprints distinguish Atlantic cod spawning areas in Newfoundland and Labrador "
"WOS:000325191900008","Borjesson, P","Article","FISHERIES RESEARCH",2013,"147","","63","71",36,2,6,"Spawning of Kattegat cod (Gadus morhua)-Mapping spatial distribution by egg surveys "
"WOS:000325191900029","Molton, KJ","Article","FISHERIES RESEARCH",2013,"147","","264","283",63,2,3,"Harvest levels that conserve spawning biomass can provide larger and more stable and sustainable yields in intermixed fisheries "
"WOS:000325191900044","Laptikhovsky, V","Article","FISHERIES RESEARCH",2013,"147","","399","403",36,0,3,"From small bycatch to main commercial species: Explosion of stocks of rock cod Patagonotothen ramsayi (Regan) in the Southwest Atlantic "
"WOS:000325191900049","Olsen, SH","Article","FISHERIES RESEARCH",2013,"147","","446","453",39,2,5,"Capture induced stress and live storage of Atlantic cod (Gadus morhua) caught by trawl: Consequences for the flesh quality "
"WOS:000324871300006","Fukunishi, Y","Article","MARINE BIOLOGY",2013,"160","10","2591","2596",41,1,7,"Sub-lethal exposure to ultraviolet radiation reduces prey consumption by Atlantic cod larvae (Gadus morhua) "
"WOS:000324550900009","de Matos, APA","Article","MICROSCOPY AND MICROANALYSIS",2013,"19","5","1183","1189",35,0,5,"Iridovirus-Like Viruses in Erythrocytes of Lacertids from Portugal "
"WOS:000324339500012","Derayat, A","Article","FISH PHYSIOLOGY AND BIOCHEMISTRY",2013,"39","5","1195","1203",28,1,4,"Growth and gonadal development in diploid and triploid Atlantic cod (Gadus morhua) "
"WOS:000324067600024","Peruzzi, S","Article","JOURNAL OF APPLIED ICHTHYOLOGY",2013,"29","5","1104","1108",34,1,5,"Gut morphology of diploid and triploid Atlantic cod, Gadus morhua "
"WOS:000323740300004","Moraes, AH","Article","BIOMOLECULAR NMR ASSIGNMENTS",2013,"7","2","133","136",11,1,8,"H-1, C-13 and N-15 resonance assignments and second structure information of Gad m 1: a beta-parvalbumin allergen from Atlantic cod (Gadus morhua) "
